timestamp,(HealthService)/Defragmentation Tasks,(HealthService)/Defragmentation Tasks Pending
08/03/2023 08:36:20.975,0,0
08/03/2023 08:37:20.989,0,0
08/03/2023 08:38:21.049,0,0
08/03/2023 08:39:21.062,0,0
08/03/2023 08:40:21.075,0,0
08/03/2023 08:41:21.088,0,0
08/03/2023 08:42:21.101,0,0
08/03/2023 08:43:21.115,0,0
08/03/2023 08:44:21.128,0,0
08/03/2023 08:45:21.141,0,0
08/03/2023 08:46:21.154,0,0
08/03/2023 08:47:21.167,0,0
08/03/2023 08:48:21.181,0,0
08/03/2023 08:49:21.194,0,0
08/03/2023 08:50:21.207,0,0
08/03/2023 08:51:21.220,0,0
08/03/2023 08:52:21.233,0,0
08/03/2023 08:53:21.247,0,0
08/03/2023 08:54:21.275,0,0
08/03/2023 08:55:21.289,0,0
08/03/2023 08:56:21.302,0,0
08/03/2023 08:57:21.315,0,0
08/03/2023 08:58:21.328,0,0
08/03/2023 08:59:21.341,0,0
08/03/2023 09:00:21.355,0,0
08/03/2023 09:01:21.368,0,0
08/03/2023 09:02:21.381,0,0
08/03/2023 09:03:21.410,0,0
08/03/2023 09:04:21.423,0,0
08/03/2023 09:05:21.436,0,0
08/03/2023 09:06:21.449,0,0
08/03/2023 09:07:21.463,0,0
08/03/2023 09:08:21.476,0,0
08/03/2023 09:09:21.489,0,0
08/03/2023 09:10:21.502,0,0
08/03/2023 09:11:21.515,0,0
08/03/2023 09:12:21.529,0,0
08/03/2023 09:13:21.542,0,0
08/03/2023 09:14:21.555,0,0
08/03/2023 09:15:21.568,0,0
08/03/2023 09:16:21.581,0,0
08/03/2023 09:17:21.595,0,0
08/03/2023 09:18:21.608,0,0
08/03/2023 09:19:21.621,0,0
08/03/2023 09:20:21.634,0,0
08/03/2023 09:21:21.647,0,0
08/03/2023 09:22:21.661,0,0
08/03/2023 09:23:21.689,0,0
08/03/2023 09:24:21.703,0,0
08/03/2023 09:25:21.716,0,0
08/03/2023 09:26:21.729,0,0
08/03/2023 09:27:21.742,0,0
08/03/2023 09:28:21.755,0,0
08/03/2023 09:29:21.769,0,0
08/03/2023 09:30:21.782,0,0
08/03/2023 09:31:21.795,0,0
08/03/2023 09:32:21.808,0,0
08/03/2023 09:33:21.821,0,0
08/03/2023 09:34:21.835,0,0
08/03/2023 09:35:21.848,0,0
08/03/2023 09:36:21.861,0,0
08/03/2023 09:37:21.874,0,0
08/03/2023 09:38:21.887,0,0
08/03/2023 09:39:21.901,0,0
08/03/2023 09:40:21.914,0,0
08/03/2023 09:41:21.927,0,0
08/03/2023 09:42:21.940,0,0
08/03/2023 09:43:21.953,0,0
08/03/2023 09:44:21.967,0,0
08/03/2023 09:45:21.980,0,0
08/03/2023 09:46:21.993,0,0
08/03/2023 09:47:22.006,0,0
08/03/2023 09:48:22.019,0,0
08/03/2023 09:49:22.048,0,0
08/03/2023 09:50:22.061,0,0
08/03/2023 09:51:22.075,0,0
08/03/2023 09:52:22.088,0,0
08/03/2023 09:53:22.101,0,0
08/03/2023 09:54:22.130,0,0
08/03/2023 09:55:22.143,0,0
08/03/2023 09:56:22.156,0,0
08/03/2023 09:57:22.169,0,0
08/03/2023 09:58:22.183,0,0
08/03/2023 09:59:22.196,0,0
08/03/2023 10:00:22.209,0,0
08/03/2023 10:01:22.222,0,0
08/03/2023 10:02:22.235,0,0
08/03/2023 10:03:22.249,0,0
08/03/2023 10:04:22.262,0,0
08/03/2023 10:05:22.275,0,0
08/03/2023 10:06:22.288,0,0
08/03/2023 10:07:22.301,0,0
08/03/2023 10:08:22.315,0,0
08/03/2023 10:09:22.328,0,0
08/03/2023 10:10:22.341,0,0
08/03/2023 10:11:22.354,0,0
08/03/2023 10:12:22.367,0,0
08/03/2023 10:13:22.381,0,0
08/03/2023 10:14:22.394,0,0
08/03/2023 10:15:22.407,0,0
08/03/2023 10:16:22.420,0,0
08/03/2023 10:17:22.433,0,0
08/03/2023 10:18:22.447,0,0
08/03/2023 10:19:22.460,0,0
08/03/2023 10:20:22.473,0,0
08/03/2023 10:21:22.486,0,0
08/03/2023 10:22:22.499,0,0
08/03/2023 10:23:22.528,0,0
08/03/2023 10:24:22.541,0,0
08/03/2023 10:25:22.555,0,0
08/03/2023 10:26:22.568,0,0
08/03/2023 10:27:22.581,0,0
08/03/2023 10:28:22.594,0,0
08/03/2023 10:29:22.607,0,0
08/03/2023 10:30:22.621,0,0
08/03/2023 10:31:22.634,0,0
08/03/2023 10:32:22.647,0,0
08/03/2023 10:33:22.660,0,0
08/03/2023 10:34:22.673,0,0
08/03/2023 10:35:22.687,0,0
08/03/2023 10:36:22.700,0,0
08/03/2023 10:37:22.713,0,0
08/03/2023 10:38:22.773,0,0
08/03/2023 10:39:22.786,0,0
08/03/2023 10:40:22.799,0,0
08/03/2023 10:41:22.813,0,0
08/03/2023 10:42:22.826,0,0
08/03/2023 10:43:22.839,0,0
08/03/2023 10:44:22.852,0,0
08/03/2023 10:45:22.865,0,0
08/03/2023 10:46:22.879,0,0
08/03/2023 10:47:22.892,0,0
08/03/2023 10:48:22.905,0,0
08/03/2023 10:49:22.918,0,0
08/03/2023 10:50:22.931,0,0
08/03/2023 10:51:22.945,0,0
08/03/2023 10:52:22.958,0,0
08/03/2023 10:53:22.971,0,0
08/03/2023 10:54:23.000,0,0
08/03/2023 10:55:23.013,0,0
08/03/2023 10:56:23.026,0,0
08/03/2023 10:57:23.039,0,0
08/03/2023 10:58:23.053,0,0
08/03/2023 10:59:23.066,0,0
08/03/2023 11:00:23.079,0,0
08/03/2023 11:01:23.092,0,0
08/03/2023 11:02:23.105,0,0
08/03/2023 11:03:23.119,0,0
08/03/2023 11:04:23.132,0,0
08/03/2023 11:05:23.145,0,0
08/03/2023 11:06:23.158,0,0
08/03/2023 11:07:23.171,0,0
08/03/2023 11:08:23.185,0,0
08/03/2023 11:09:23.198,0,0
08/03/2023 11:10:23.211,0,0
08/03/2023 11:11:23.224,0,0
08/03/2023 11:12:23.237,0,0
08/03/2023 11:13:23.266,0,0
